LeftBreakpoint,RightBreakpoint,FFPM,LeftStrand,RightStrand,Total_Count_(SC+RC),Chromosome_Feature,Same_Strand,Reciprocal_Fusion,Splice_Pattern,Splice_Site,Splice_Pattern_Class,Total_Mapped_Reads,Left_Exon,Right_Exon,5_loc,3_loc,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,alternative_junction,exon_count5,exon_count3
148704361,177335383,0.5605,-,+,13,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23275965,2,NF,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3
212639778,32337795,0.1724,-,-,4,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23275965,2,NF,S,O,212630207,212640699,10492,32336879,32337772,893,1,No,5,1
181129306,74426581,0.2586,-,+,6,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23275965,5,2,M,S,181129027,181132516,3489,74425954,74429947,3993,2,Yes,5,6
40359321,289357927,0.2586,+,-,6,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,23275965,2,4,M,M,40358583,40364914,6331,289355952,289359060,3108,2,Yes,4,7
11564038,11242269,3.8349,+,-,93,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,24327546,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
76808018,23474905,1.4433,+,+,35,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24327546,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
69312616,10344452,0.6598,+,-,16,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24327546,NF,NF,O,O,69311063,69312089,1026,10338387,10344650,6263,1,No,2,8
137204691,38419578,0.341,-,+,9,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24327546,1,8,S,S,137201528,137205285,3757,38416195,38422834,6639,3,Yes,10,17
148704361,177335383,0.4123,-,+,10,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24327546,2,NF,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3
3672414,166634960,0.3298,-,-,8,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24327546,1,1,S,M,3668907,3673140,4233,166626075,166635879,9804,1,No,9,24
220068283,219981559,0.3711,+,+,9,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24327546,5,1,E,M,220063974,220076020,12046,219981543,219983203,1660,3,Yes,10,4
139054689,299727403,0.1237,+,-,3,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24327546,10,2,E,E,139050581,139055665,5084,299679530,299728655,49125,3,Yes,11,27
143804379,25480782,0.4536,+,+,11,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24327546,3,2,E,S,143803041,143815396,12355,25479149,25481360,2211,1,No,10,3
11564038,11242269,3.8834,+,-,116,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,30132262,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
76808018,23474905,2.2765,+,+,68,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,30132262,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
69312616,10344452,0.4352,+,-,13,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,30132262,NF,NF,O,O,69311063,69312089,1026,10338387,10344650,6263,1,No,2,8
220068283,219981559,0.4017,+,+,12,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,30132262,5,1,E,M,220063974,220076020,12046,219981543,219983203,1660,3,Yes,10,4
137204691,38419578,0.3606,-,+,11,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,30132262,1,8,S,S,137201528,137205285,3757,38416195,38422834,6639,3,Yes,10,17
143804379,25480782,0.4352,+,+,13,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,30132262,3,2,E,S,143803041,143815396,12355,25479149,25481360,2211,1,No,10,3
148704361,177335383,0.6361,-,+,19,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,30132262,2,NF,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3
11564038,11242269,4.4799,+,-,118,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,26247397,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
239334320,239346848,5.1156,-,-,134,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,26247397,7,7,S,E,239326471,239337775,11304,239339326,239352162,12836,8,Yes,10,19
76808018,23474905,1.1834,+,+,31,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,26247397,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
148704361,177335383,0.8017,-,+,21,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,26247397,2,NF,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3
167471899,167435864,0.3054,+,+,8,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,26247397,4,9,E,S,167468812,167473235,4423,167432738,167447908,15170,3,Yes,7,18
45965498,86891391,0.2333,-,-,7,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,26247397,1,9,S,E,45961966,45965926,3960,86888123,86893096,4973,3,Yes,3,17
136110059,212988537,0.1527,+,-,4,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,26247397,1,6,M,E,136109201,136110262,1061,212986311,213003707,17396,2,Yes,1,13
161394026,209283278,0.1145,+,+,3,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,26247397,5,3,M,S,161392543,161402737,10194,209280128,209286684,6556,2,Yes,5,12
45965498,86891575,0.1867,-,-,6,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,26247397,1,NF,S,O,45961966,45965926,3960,86888123,86893096,4973,3,Yes,3,17
239334320,239346848,6.3271,-,-,117,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,18548036,7,7,S,E,239326471,239337775,11304,239339326,239352162,12836,8,Yes,10,19
11564038,11242269,3.3529,+,-,62,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,18548036,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
76808018,23474905,1.1897,+,+,22,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,18548036,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
148704361,177335383,0.8652,-,+,16,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,18548036,2,NF,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3
136110059,212988537,0.2163,+,-,4,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,18548036,1,6,M,E,136109201,136110262,1061,212986311,213003707,17396,2,Yes,1,13
167471899,167435864,0.2704,+,+,5,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,18548036,4,9,E,S,167468812,167473235,4423,167432738,167447908,15170,3,Yes,7,18
45965498,86891391,0.2882,-,-,7,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,18548036,1,9,S,E,45961966,45965926,3960,86888123,86893096,4973,3,Yes,3,17
45965498,86891575,0.3607,-,-,8,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,18548036,1,NF,S,O,45961966,45965926,3960,86888123,86893096,4973,3,Yes,3,17
3672414,166634960,0.1622,-,-,3,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,18548036,1,1,S,M,3668907,3673140,4233,166626075,166635879,9804,1,No,9,24
159536330,192422698,0.1082,+,-,2,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,18548036,1,8,E,E,159536138,159538631,2493,192421387,192425375,3988,1,No,5,13
137204691,38419578,0.1082,-,+,3,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,18548036,1,8,S,S,137201528,137205285,3757,38416195,38422834,6639,3,Yes,10,17
76808018,23474905,3.9146,+,+,90,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23065533,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
11564038,11242269,4.0016,+,-,92,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,23065533,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
212549356,145098585,1.9365,+,+,45,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23065533,6,18,E,S,212545404,212550178,4774,145087999,145100074,12075,1,No,8,20
210105161,144223832,0.3915,-,+,9,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23065533,1,2,M,S,210099811,210105191,5380,144223342,144224475,1133,1,No,10,3
148704361,177335383,0.522,-,+,12,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23065533,2,NF,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3
134951582,178378298,0.1305,+,+,3,Interchromosomal,Yes,Yes,NF,GT-AG,CanonicalPattern,23065533,2,2,E,S,134951305,134952576,1271,178374985,178379549,4564,1,No,4,5
76808018,23474905,4.2255,+,+,102,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24214384,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
11564038,11242269,3.2727,+,-,79,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,24214384,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
212549356,145098585,2.2051,+,+,54,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24214384,6,18,E,S,212545404,212550178,4774,145087999,145100074,12075,1,No,8,20
210105161,144223832,0.2071,-,+,5,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24214384,1,2,M,S,210099811,210105191,5380,144223342,144224475,1133,1,No,10,3
148704361,177335383,0.2071,-,+,5,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24214384,2,NF,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3
3672414,166634960,0.1657,-,-,4,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24214384,1,1,S,M,3668907,3673140,4233,166626075,166635879,9804,1,No,9,24
76808018,23474905,6.182,+,+,140,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,22691613,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
11564038,11242269,3.7975,+,-,86,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,22691613,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
212549356,145098585,3.93,+,+,89,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,22691613,6,18,E,S,212545404,212550178,4774,145087999,145100074,12075,1,No,8,20
10935506,264971757,0.4195,+,+,16,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,22691613,4,3,E,S,10933582,10937576,3994,264969862,264973599,3737,1,No,9,8
69620683,69599842,0.5299,-,-,12,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,22691613,4,2,M,E,69616462,69625030,8568,69582056,69611743,29687,1,No,4,16
136110059,212988537,0.4416,+,-,10,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,22691613,1,6,M,E,136109201,136110262,1061,212986311,213003707,17396,2,Yes,1,13
183446339,84954688,0.3533,-,+,8,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,22691613,8,4,S,S,183441099,183449008,7909,84952930,84957467,4537,2,Yes,15,8
148704361,177335383,0.5299,-,+,12,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,22691613,2,NF,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3
75073609,179560837,0.7065,+,-,16,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,22691613,1,11,E,E,75072930,75074769,1839,179556090,179567809,11719,5,Yes,2,18
168747956,214348030,0.1236,-,+,4,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,22691613,2,4,S,S,168747562,168748367,805,214346732,214362923,16191,1,No,3,17
161166022,115129430,0.265,-,-,6,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,22691613,7,8,S,E,161165444,161168945,3501,115128495,115133359,4864,2,Yes,8,10
76808018,23474905,6.6654,+,+,156,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23458543,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
11564038,11242269,4.6572,+,-,109,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,23458543,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
212549356,145098585,3.307,+,+,79,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23458543,6,18,E,S,212545404,212550178,4774,145087999,145100074,12075,1,No,8,20
148704361,177335383,0.5588,-,+,14,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23458543,2,NF,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3
69620683,69599842,0.3418,-,-,8,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23458543,4,2,M,E,69616462,69625030,8568,69582056,69611743,29687,1,No,4,16
136110059,212988537,0.3846,+,-,9,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23458543,1,6,M,E,136109201,136110262,1061,212986311,213003707,17396,2,Yes,1,13
183446339,84954688,0.2564,-,+,6,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23458543,8,4,S,S,183441099,183449008,7909,84952930,84957467,4537,2,Yes,15,8
33587191,206008968,0.1709,-,+,4,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23458543,1,1,M,M,33585557,33587502,1945,206008252,206012276,4024,1,No,1,4
168747956,214348030,0.1282,-,+,3,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23458543,2,4,S,S,168747562,168748367,805,214346732,214362923,16191,1,No,3,17
75073609,179560837,0.2991,+,-,7,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23458543,1,11,E,E,75072930,75074769,1839,179556090,179567809,11719,5,Yes,2,18
243218259,11170827,0.3846,-,-,9,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23458543,1,7,S,E,243216325,243218622,2297,11167123,11174804,7681,2,Yes,6,12
161166022,115129430,0.1282,-,-,3,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23458543,7,8,S,E,161165444,161168945,3501,115128495,115133359,4864,2,Yes,8,10
69312616,10344452,0.5741,+,-,13,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,22725470,NF,NF,O,O,69311063,69312089,1026,10338387,10344650,6263,1,No,2,8
220068283,219981559,0.5299,+,+,12,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,22725470,5,1,E,M,220063974,220076020,12046,219981543,219983203,1660,3,Yes,10,4
136110059,212988537,0.1767,+,-,4,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,22725470,1,6,M,E,136109201,136110262,1061,212986311,213003707,17396,2,Yes,1,13
143804379,25480782,0.3533,+,+,8,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,22725470,3,2,E,S,143803041,143815396,12355,25479149,25481360,2211,1,No,10,3
134570656,1185148,0.1766,-,-,4,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,22725470,1,4,S,E,134567737,134571146,3409,1181957,1187237,5280,3,Yes,8,12
220068283,219981559,0.5573,+,+,16,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,28776357,5,1,E,M,220063974,220076020,12046,219981543,219983203,1660,3,Yes,10,4
143804379,25480782,0.6966,+,+,20,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,28776357,3,2,E,S,143803041,143815396,12355,25479149,25481360,2211,1,No,10,3
183446339,84954688,0.1741,-,+,5,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,28776357,8,4,S,S,183441099,183449008,7909,84952930,84957467,4537,2,Yes,15,8
69312616,10344452,0.1045,+,-,3,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,28776357,NF,NF,O,O,69311063,69312089,1026,10338387,10344650,6263,1,No,2,8
40359321,289357927,0.3135,+,-,9,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,28776357,2,4,M,M,40358583,40364914,6331,289355952,289359060,3108,2,Yes,4,7
76808018,23474905,3.2347,+,+,76,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23590796,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
10935506,264971757,0.4916,+,+,12,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23590796,4,3,E,S,10933582,10937576,3994,264969862,264973599,3737,1,No,9,8
45965498,86891391,0.2554,-,-,6,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23590796,1,9,S,E,45961966,45965926,3960,86888123,86893096,4973,3,Yes,3,17
16602799,256719298,0.2979,-,-,7,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23590796,9,4,S,E,16601750,16617586,15836,256712433,256721805,9372,6,Yes,17,24
159536330,192422698,0.1277,+,-,3,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23590796,1,8,E,E,159536138,159538631,2493,192421387,192425375,3988,1,No,5,13
76808018,23474905,3.3925,+,+,79,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23377647,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
224442705,42088558,2.3923,-,-,56,Interchromosomal,Yes,Yes,NF,GT-AG,CanonicalPattern,23377647,4,4,M,M,224441716,224447713,5997,42088552,42089954,1402,1,No,4,4
159536330,192422698,0.2577,+,-,6,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23377647,1,8,E,E,159536138,159538631,2493,192421387,192425375,3988,1,No,5,13
45965498,86891391,0.3006,-,-,7,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23377647,1,9,S,E,45961966,45965926,3960,86888123,86893096,4973,3,Yes,3,17
16602799,256719298,0.4724,-,-,11,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23377647,9,4,S,E,16601750,16617586,15836,256712433,256721805,9372,6,Yes,17,24
65638549,20855660,0.1718,+,-,4,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23377647,1,5,M,M,65637141,65641014,3873,20851828,20874483,22655,3,Yes,1,9
210105161,144223832,0.1288,-,+,3,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23377647,1,2,M,S,210099811,210105191,5380,144223342,144224475,1133,1,No,10,3
3289197,156372332,8.3472,-,+,187,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,21113583,2,2,S,S,3279151,3290546,11395,156372198,156372850,652,2,Yes,10,4
69312616,10344452,0.8577,+,-,18,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,21113583,NF,NF,O,O,69311063,69312089,1026,10338387,10344650,6263,1,No,2,8
3289197,156372332,8.423,-,+,255,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,28459877,2,2,S,S,3279151,3290546,11395,156372198,156372850,652,2,Yes,10,4
69312616,10344452,1.2004,+,-,34,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,28459877,NF,NF,O,O,69311063,69312089,1026,10338387,10344650,6263,1,No,2,8
11564038,11242269,4.6824,+,-,88,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,18851570,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
76808018,23474905,3.5118,+,+,66,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,18851570,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
69620683,69599842,0.3193,-,-,6,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,18851570,4,2,M,E,69616462,69625030,8568,69582056,69611743,29687,1,No,4,16
210105161,144223832,0.2128,-,+,4,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,18851570,1,2,M,S,210099811,210105191,5380,144223342,144224475,1133,1,No,10,3
3672414,166634960,0.2128,-,-,5,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,18851570,1,1,S,M,3668907,3673140,4233,166626075,166635879,9804,1,No,9,24
148704361,177335383,0.266,-,+,5,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,18851570,2,NF,M,O,148701228,148705119,3891,177335727,177336895,1168,3,Yes,4,3
134570656,1185148,0.1064,-,-,2,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,18851570,1,4,S,E,134567737,134571146,3409,1181957,1187237,5280,3,Yes,8,12
139054689,299727403,0.1596,+,-,3,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,18851570,10,2,E,E,139050581,139055665,5084,299679530,299728655,49125,3,Yes,11,27
76808018,23474905,4.3239,+,+,144,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,33362101,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
11564038,11242269,3.0327,+,-,101,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,33362101,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
69620683,69599842,0.5105,-,-,17,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,33362101,4,2,M,E,69616462,69625030,8568,69582056,69611743,29687,1,No,4,16
210105161,144223832,0.1201,-,+,4,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,33362101,1,2,M,S,210099811,210105191,5380,144223342,144224475,1133,1,No,10,3
183446339,84954688,0.2102,-,+,7,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,33362101,8,4,S,S,183441099,183449008,7909,84952930,84957467,4537,2,Yes,15,8
40359321,289357927,0.1502,+,-,5,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,33362101,2,4,M,M,40358583,40364914,6331,289355952,289359060,3108,2,Yes,4,7
3672414,166634960,0.2102,-,-,7,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,33362101,1,1,S,M,3668907,3673140,4233,166626075,166635879,9804,1,No,9,24
38467721,214058646,0.1201,-,-,4,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,33362101,1,2,S,E,38452943,38467900,14957,214051800,214059241,7441,2,Yes,7,13
11564038,11242269,3.7657,+,-,92,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,24560592,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
76808018,23474905,1.5963,+,+,39,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24560592,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
183446339,84954688,0.6549,-,+,16,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24560592,8,4,S,S,183441099,183449008,7909,84952930,84957467,4537,2,Yes,15,8
136110059,212988537,0.655,+,-,16,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24560592,1,6,M,E,136109201,136110262,1061,212986311,213003707,17396,2,Yes,1,13
69620683,69599842,0.3684,-,-,9,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24560592,4,2,M,E,69616462,69625030,8568,69582056,69611743,29687,1,No,4,16
69312616,10344452,0.3684,+,-,9,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24560592,NF,NF,O,O,69311063,69312089,1026,10338387,10344650,6263,1,No,2,8
210105161,144223832,0.2047,-,+,5,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24560592,1,2,M,S,210099811,210105191,5380,144223342,144224475,1133,1,No,10,3
3672414,166634960,0.1228,-,-,3,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24560592,1,1,S,M,3668907,3673140,4233,166626075,166635879,9804,1,No,9,24
260178025,149504117,0.3275,+,+,8,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24560592,6,5,M,M,260172982,260178083,5101,149501744,149507904,6160,1,No,6,7
11564038,11242269,3.1694,+,-,76,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,24008789,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
76808018,23474905,2.4316,+,+,58,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24008789,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
183446339,84954688,0.7965,-,+,19,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24008789,8,4,S,S,183441099,183449008,7909,84952930,84957467,4537,2,Yes,15,8
69312616,10344452,0.7546,+,-,18,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24008789,NF,NF,O,O,69311063,69312089,1026,10338387,10344650,6263,1,No,2,8
136110059,212988537,0.587,+,-,14,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24008789,1,6,M,E,136109201,136110262,1061,212986311,213003707,17396,2,Yes,1,13
40359321,289357927,0.3492,+,-,9,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,24008789,2,4,M,M,40358583,40364914,6331,289355952,289359060,3108,2,Yes,4,7
69620683,69599842,0.1677,-,-,4,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,24008789,4,2,M,E,69616462,69625030,8568,69582056,69611743,29687,1,No,4,16
210105161,144223832,0.1258,-,+,3,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,24008789,1,2,M,S,210099811,210105191,5380,144223342,144224475,1133,1,No,10,3
183446339,84954688,0.6508,-,+,14,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,21723830,8,4,S,S,183441099,183449008,7909,84952930,84957467,4537,2,Yes,15,8
51222781,182843959,0.2789,-,-,6,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,21723830,1,3,S,E,51212864,51223012,10148,182843581,182845716,2135,1,No,9,3
69620683,69599842,0.2324,-,-,5,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,21723830,4,2,M,E,69616462,69625030,8568,69582056,69611743,29687,1,No,4,16
232048074,232050895,0.2324,-,-,10,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,21723830,1,5,S,E,232043402,232048761,5359,232050616,232053514,2898,1,No,3,4
183446339,84954688,0.7628,-,+,16,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,21183476,8,4,S,S,183441099,183449008,7909,84952930,84957467,4537,2,Yes,15,8
3289197,156372332,0.5558,-,+,13,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,21183476,2,2,S,S,3279151,3290546,11395,156372198,156372850,652,2,Yes,10,4
69620683,69599842,0.3814,-,-,8,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,21183476,4,2,M,E,69616462,69625030,8568,69582056,69611743,29687,1,No,4,16
232048074,232050895,0.2861,-,-,12,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,21183476,1,5,S,E,232043402,232048761,5359,232050616,232053514,2898,1,No,3,4
51222781,182843959,0.5721,-,-,12,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,21183476,1,3,S,E,51212864,51223012,10148,182843581,182845716,2135,1,No,9,3
11564038,11242269,4.4905,+,-,106,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,23505539,1,2,E,M,11563544,11568791,5247,11238776,11248239,9463,3,Yes,3,5
42088684,12567216,3.241,-,-,76,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23505539,3,10,S,E,42088552,42089954,1402,12566874,12571003,4129,1,No,4,10
76808018,23474905,1.1941,+,+,28,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23505539,2,1,M,M,76807247,76808273,1026,23474705,23477676,2971,1,No,2,3
45965498,86891391,0.4691,-,-,11,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,23505539,1,9,S,E,45961966,45965926,3960,86888123,86893096,4973,3,Yes,3,17
