LeftBreakpoint,RightBreakpoint,FFPM,Total_Count_(SC+RC),Splice_Site,Total_Mapped_Reads,Left_Exon,Right_Exon,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,exon_count5,exon_count3,LeftStrand_+,LeftStrand__,RightStrand__,RightStrand_+,Chromosome_Feature_Interchromosomal,Chromosome_Feature_Intrachromosomal,Same_Strand_No,Same_Strand_Yes,Reciprocal_Fusion_Yes,Reciprocal_Fusion_No,Splice_Pattern_InFrame,Splice_Pattern_FrameShift,Splice_Pattern_Unknown,Splice_Pattern_Class_CanonicalPattern,Splice_Pattern_Class_NonCanonicalPattern,5_loc_M,5_loc_S,5_loc_E,5_loc_O,3_loc_M,3_loc_S,3_loc_E,3_loc_O,alternative_junction_Yes,alternative_junction_No
761487649,637837429,0.4853,16.0,0,33022564.0,1.0,1.0,761487142.0,761487820.0,678.0,637837317.0,637837866.0,549.0,1,2,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
12813587,9916211,0.3446,12.0,0,33022564.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
601191853,683769289,0.3033,10.0,0,33022564.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
409837105,409853555,0.2427,8.0,0,33022564.0,4.0,4.0,409835900.0,409838736.0,2836.0,409852087.0,409857399.0,5312.0,3,5,5,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
512282792,585067304,0.182,6.0,0,33022564.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
11859640,8714300,0.182,6.0,0,33022564.0,4.0,5.0,11857187.0,11860248.0,3061.0,8711647.0,8714760.0,3113.0,3,5,5,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
595162220,729294374,0.1213,4.0,0,33022564.0,2.0,2.0,595161545.0,595165983.0,4438.0,729293649.0,729297303.0,3654.0,2,14,13,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
605165607,605035361,0.1517,5.0,0,33022564.0,1.0,13.0,605165521.0,605167463.0,1942.0,605034659.0,605038359.0,3700.0,1,1,15,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
761487649,637837429,0.5174,19.0,0,36794286.0,1.0,1.0,761487142.0,761487820.0,678.0,637837317.0,637837866.0,549.0,1,2,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
12813587,9916211,0.3167,13.0,0,36794286.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
601191853,683769289,0.2723,10.0,0,36794286.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
11859640,8714300,0.2451,9.0,0,36794286.0,4.0,5.0,11857187.0,11860248.0,3061.0,8711647.0,8714760.0,3113.0,3,5,5,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
409837105,409853555,0.2064,8.0,0,36794286.0,4.0,4.0,409835900.0,409838736.0,2836.0,409852087.0,409857399.0,5312.0,3,5,5,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
512282792,585067304,0.1634,6.0,0,36794286.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
7590868,9915905,0.1634,6.0,0,36794286.0,2.0,4.0,7589988.0,7593971.0,3983.0,9913916.0,9917749.0,3833.0,5,7,7,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
711079196,572082310,0.1089,4.0,0,36794286.0,1.0,2.0,711075152.0,711079408.0,4256.0,572079588.0,572083969.0,4381.0,1,5,5,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
761487649,637837429,0.3732,13.0,0,34890871.0,1.0,1.0,761487142.0,761487820.0,678.0,637837317.0,637837866.0,549.0,1,2,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
12813587,9916211,0.2552,10.0,0,34890871.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
601191853,683769289,0.2009,7.0,0,34890871.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
512282792,585067304,0.1148,4.0,0,34890871.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
409837105,409853555,0.1292,5.0,0,34890871.0,4.0,4.0,409835900.0,409838736.0,2836.0,409852087.0,409857399.0,5312.0,3,5,5,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
761487649,637837429,0.6852,23.0,0,33624830.0,1.0,1.0,761487142.0,761487820.0,678.0,637837317.0,637837866.0,549.0,1,2,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
512282792,585067304,0.4767,16.0,0,33624830.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
601191853,683769289,0.4469,15.0,0,33624830.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
12813587,9916211,0.3179,11.0,0,33624830.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
605165607,605035361,0.2383,8.0,0,33624830.0,1.0,13.0,605165521.0,605167463.0,1942.0,605034659.0,605038359.0,3700.0,1,1,15,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
11859640,8714300,0.149,5.0,0,33624830.0,4.0,5.0,11857187.0,11860248.0,3061.0,8711647.0,8714760.0,3113.0,3,5,5,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
595162220,729294374,0.1192,4.0,0,33624830.0,2.0,2.0,595161545.0,595165983.0,4438.0,729293649.0,729297303.0,3654.0,2,14,13,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
761487649,637837429,0.3794,13.0,0,34321264.0,1.0,1.0,761487142.0,761487820.0,678.0,637837317.0,637837866.0,549.0,1,2,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
12813587,9916211,0.2554,9.0,0,34321264.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
601191853,683769289,0.2043,7.0,0,34321264.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
512282792,585067304,0.1751,6.0,0,34321264.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
11859640,8714300,0.1167,4.0,0,34321264.0,4.0,5.0,11857187.0,11860248.0,3061.0,8711647.0,8714760.0,3113.0,3,5,5,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
761487649,637837429,0.453,16.0,0,35376111.0,1.0,1.0,761487142.0,761487820.0,678.0,637837317.0,637837866.0,549.0,1,2,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
12813587,9916211,0.391,14.0,0,35376111.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
512282792,585067304,0.2831,10.0,0,35376111.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
601191853,683769289,0.2831,10.0,0,35376111.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
11859640,8714300,0.1699,6.0,0,35376111.0,4.0,5.0,11857187.0,11860248.0,3061.0,8711647.0,8714760.0,3113.0,3,5,5,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
12815092,9914560,0.1416,5.0,0,35376111.0,1.0,3.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
711079196,572082310,0.1132,4.0,0,35376111.0,1.0,2.0,711075152.0,711079408.0,4256.0,572079588.0,572083969.0,4381.0,1,5,5,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
409837105,409853555,0.1415,5.0,0,35376111.0,4.0,4.0,409835900.0,409838736.0,2836.0,409852087.0,409857399.0,5312.0,3,5,5,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
12813587,9916211,0.3551,12.0,0,29699469.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
601191853,683769289,0.2698,8.0,0,29699469.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
761487649,637837429,0.2361,7.0,0,29699469.0,1.0,1.0,761487142.0,761487820.0,678.0,637837317.0,637837866.0,549.0,1,2,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
216690635,123057540,0.1686,5.0,0,29699469.0,2.0,3.0,216690135.0,216692992.0,2857.0,123056316.0,123059298.0,2982.0,1,6,6,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
750140812,697742110,0.1686,5.0,0,29699469.0,5.0,6.0,750138856.0,750142385.0,3529.0,697740148.0,697743591.0,3443.0,2,10,11,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
595162220,729294374,0.1686,5.0,0,29699469.0,2.0,2.0,595161545.0,595165983.0,4438.0,729293649.0,729297303.0,3654.0,2,14,13,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
11859640,8714300,0.1686,5.0,0,29699469.0,4.0,5.0,11857187.0,11860248.0,3061.0,8711647.0,8714760.0,3113.0,3,5,5,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
512282792,585067304,0.1349,4.0,0,29699469.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
409837105,409853555,0.1302,5.0,0,29699469.0,4.0,4.0,409835900.0,409838736.0,2836.0,409852087.0,409857399.0,5312.0,3,5,5,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
512282792,585067304,0.4558,17.0,0,37119819.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
761487649,637837429,0.4588,17.0,0,37119819.0,1.0,1.0,761487142.0,761487820.0,678.0,637837317.0,637837866.0,549.0,1,2,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
12813587,9916211,0.353,14.0,0,37119819.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
11859640,8714300,0.2429,9.0,0,37119819.0,4.0,5.0,11857187.0,11860248.0,3061.0,8711647.0,8714760.0,3113.0,3,5,5,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
601191853,683769289,0.1889,7.0,0,37119819.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
595162220,729294374,0.1889,7.0,0,37119819.0,2.0,2.0,595161545.0,595165983.0,4438.0,729293649.0,729297303.0,3654.0,2,14,13,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
12815092,9914560,0.1349,5.0,0,37119819.0,1.0,3.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
409837105,409853555,0.1349,5.0,0,37119819.0,4.0,4.0,409835900.0,409838736.0,2836.0,409852087.0,409857399.0,5312.0,3,5,5,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
601191853,683769289,1.6814,43.0,0,25617449.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
407117063,52616602,1.134,29.0,0,25617449.0,5.0,3.0,407116047.0,407128637.0,12590.0,52605554.0,52617528.0,11974.0,1,8,5,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
605165607,605035361,0.4301,11.0,0,25617449.0,1.0,13.0,605165521.0,605167463.0,1942.0,605034659.0,605038359.0,3700.0,1,1,15,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
12813587,9916211,0.1955,5.0,0,25617449.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
728692317,723262174,0.1173,3.0,0,25617449.0,6.0,7.0,728689640.0,728694839.0,5199.0,723259779.0,723265225.0,5446.0,1,13,13,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
512282792,585067304,0.2001,12.0,0,59988404.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
11859640,8714300,0.2001,12.0,0,59988404.0,4.0,5.0,11857187.0,11860248.0,3061.0,8711647.0,8714760.0,3113.0,3,5,5,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
12813587,9916211,0.1667,11.0,0,59988404.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
12815092,9914560,0.1167,7.0,0,59988404.0,1.0,3.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
244216,252567,0.1167,7.0,0,59988404.0,2.0,3.0,242065.0,245782.0,3717.0,250565.0,253987.0,3422.0,1,5,6,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
7590868,9915905,0.1001,6.0,0,59988404.0,2.0,4.0,7589988.0,7593971.0,3983.0,9913916.0,9917749.0,3833.0,5,7,7,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
601191853,683769289,0.8238,35.0,0,42493007.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
12815092,9914560,0.353,15.0,0,42493007.0,1.0,3.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
11859640,8714300,0.1883,8.0,0,42493007.0,4.0,5.0,11857187.0,11860248.0,3061.0,8711647.0,8714760.0,3113.0,3,5,5,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
12813587,9916211,0.1109,7.0,0,42493007.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
244216,252567,0.1412,6.0,0,42493007.0,2.0,3.0,242065.0,245782.0,3717.0,250565.0,253987.0,3422.0,1,5,6,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
7590868,9915905,0.1177,5.0,0,42493007.0,2.0,4.0,7589988.0,7593971.0,3983.0,9913916.0,9917749.0,3833.0,5,7,7,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
12813587,9916211,0.3151,12.0,0,36276107.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
12815092,9914560,0.2757,10.0,0,36276107.0,1.0,3.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
601191853,683769289,0.2205,8.0,0,36276107.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
11859640,8714300,0.1654,6.0,0,36276107.0,4.0,5.0,11857187.0,11860248.0,3061.0,8711647.0,8714760.0,3113.0,3,5,5,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
512282792,585067304,0.1103,4.0,0,36276107.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
244216,252567,0.1103,4.0,0,36276107.0,2.0,3.0,242065.0,245782.0,3717.0,250565.0,253987.0,3422.0,1,5,6,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
12815092,9914560,0.5228,24.0,0,45907665.0,1.0,3.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
601191853,683769289,0.4357,20.0,0,45907665.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
12813587,9916211,0.2614,12.0,0,45907665.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
11859640,8714300,0.1307,8.0,0,45907665.0,4.0,5.0,11857187.0,11860248.0,3061.0,8711647.0,8714760.0,3113.0,3,5,5,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
244216,252567,0.1525,7.0,0,45907665.0,2.0,3.0,242065.0,245782.0,3717.0,250565.0,253987.0,3422.0,1,5,6,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
90852755,42031604,0.1119,6.0,0,45907665.0,6.0,6.0,90848363.0,90854069.0,5706.0,42027289.0,42032517.0,5228.0,2,6,8,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
512282792,585067304,0.2846,6.0,0,21086342.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
601191853,683769289,0.2372,5.0,0,21086342.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
512282792,585067304,0.663,14.0,0,21119185.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
601191853,683769289,0.1421,3.0,0,21119185.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
512282792,585067304,0.9028,19.0,0,21048446.0,1.0,1.0,512280900.0,512282893.0,1993.0,585065580.0,585067305.0,1725.0,2,5,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
601191853,683769289,0.4277,9.0,0,21048446.0,1.0,2.0,601191756.0,601192767.0,1011.0,683769319.0,683769794.0,475.0,1,4,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
48027483,75991491,0.8122,39.0,0,36103870.0,2.0,3.0,48026789.0,48028431.0,1642.0,75990471.0,75991985.0,1514.0,2,3,3,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
750140812,697742110,0.3324,12.0,0,36103870.0,5.0,6.0,750138856.0,750142385.0,3529.0,697740148.0,697743591.0,3443.0,2,10,11,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
711079196,572082310,0.7756,28.0,0,36103870.0,1.0,2.0,711075152.0,711079408.0,4256.0,572079588.0,572083969.0,4381.0,1,5,5,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
7590868,9915905,0.277,10.0,0,36103870.0,2.0,4.0,7589988.0,7593971.0,3983.0,9913916.0,9917749.0,3833.0,5,7,7,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
165654710,167259529,0.2238,9.0,0,36103870.0,13.0,15.0,165650796.0,165665235.0,14439.0,167253432.0,167272018.0,18586.0,2,42,42,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
697741731,750140256,0.1939,7.0,0,36103870.0,7.0,8.0,697740148.0,697743591.0,3443.0,750138856.0,750142385.0,3529.0,2,11,10,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
12813587,9916211,0.1908,8.0,0,36103870.0,3.0,5.0,12811788.0,12815514.0,3726.0,9913916.0,9917749.0,3833.0,6,7,7,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
88011563,140844529,0.1662,6.0,0,36103870.0,1.0,2.0,88009076.0,88013066.0,3990.0,140843932.0,140847330.0,3398.0,1,2,2,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
711079196,572082310,0.7114,24.0,0,33740041.0,1.0,2.0,711075152.0,711079408.0,4256.0,572079588.0,572083969.0,4381.0,1,5,5,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
216690635,123057540,0.2668,9.0,0,33740041.0,2.0,3.0,216690135.0,216692992.0,2857.0,123056316.0,123059298.0,2982.0,1,6,6,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
409837105,409853555,0.1778,7.0,0,33740041.0,4.0,4.0,409835900.0,409838736.0,2836.0,409852087.0,409857399.0,5312.0,3,5,5,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
216690635,123057540,0.4485,15.0,0,33447725.0,2.0,3.0,216690135.0,216692992.0,2857.0,123056316.0,123059298.0,2982.0,1,6,6,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
711079196,572082310,0.5831,22.0,0,33447725.0,1.0,2.0,711075152.0,711079408.0,4256.0,572079588.0,572083969.0,4381.0,1,5,5,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
409837105,409853555,0.1026,4.0,0,33447725.0,4.0,4.0,409835900.0,409838736.0,2836.0,409852087.0,409857399.0,5312.0,3,5,5,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
605165607,605035361,0.1196,4.0,0,33447725.0,1.0,13.0,605165521.0,605167463.0,1942.0,605034659.0,605038359.0,3700.0,1,1,15,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
711079196,572082310,0.5161,20.0,0,38756547.0,1.0,2.0,711075152.0,711079408.0,4256.0,572079588.0,572083969.0,4381.0,1,5,5,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
216690635,123057540,0.2838,11.0,0,38756547.0,2.0,3.0,216690135.0,216692992.0,2857.0,123056316.0,123059298.0,2982.0,1,6,6,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
