LeftBreakpoint,RightBreakpoint,FFPM,Total_Count_(SC+RC),Splice_Site,Total_Mapped_Reads,Left_Exon,Right_Exon,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,exon_count5,exon_count3,LeftStrand__,LeftStrand_+,RightStrand__,RightStrand_+,Chromosome_Feature_Intrachromosomal,Chromosome_Feature_Interchromosomal,Same_Strand_Yes,Same_Strand_No,Reciprocal_Fusion_No,Reciprocal_Fusion_Yes,Splice_Pattern_FrameShift,Splice_Pattern_InFrame,Splice_Pattern_Unknown,Splice_Pattern_Class_CanonicalPattern,Splice_Pattern_Class_NonCanonicalPattern,5_loc_S,5_loc_E,5_loc_M,3_loc_E,3_loc_S,3_loc_M,3_loc_O,alternative_junction_Yes,alternative_junction_No
10639368,17767793,0.504,2.0,0,3968254,2,3.0,10638878,10640941,2063,17767050,17768379,1329,1,7,6,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
22309259,22314366,0.5059,2.0,7,3953351,6,7.0,22308478,22311377,2899,22314089,22317070,2981,4,6,7,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
17203708,8587556,1.0121,4.0,0,3952179,1,3.0,17203010,17204346,1336,8586335,8588180,1845,1,2,5,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
24615723,21342827,3.046,12.0,0,3939593,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
17462369,19721654,1.2847,5.0,12,3891959,6,9.0,17459873,17462516,2643,19721465,19723307,1842,3,6,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
17449747,18542373,1.7669,7.0,0,3961741,6,2.0,17446818,17450742,3924,18542060,18542690,630,2,7,2,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
7207229,6853232,1.2646,5.0,0,3953819,8,2.0,7201522,7209692,8170,6851184,6853912,2728,3,16,10,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
22309259,22314366,1.0134,4.0,7,3947109,6,7.0,22308478,22311377,2899,22314089,22317070,2981,4,6,7,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10653957,10633836,2.2782,9.0,0,3950487,2,1.0,10651744,10657282,5538,10633619,10639036,5417,1,5,8,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
15343055,2089718,0.8526,3.0,58,3518649,1,2.0,15342812,15343309,497,2089484,2091016,1532,1,2,7,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
18149839,29883500,1.5201,6.0,0,3947109,2,16.0,18149197,18151295,2098,29882121,29887414,5293,1,5,20,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
23445599,23439653,1.0077,4.0,0,3969435,5,2.0,23444203,23446355,2152,23438396,23441060,2664,1,7,3,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
19537529,10081731,0.7603,3.0,0,3945811,3,2.0,19537090,19538820,1730,10079998,10082057,2059,1,6,6,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
16248979,13217973,0.5328,2.0,0,3753754,7,2.0,16248286,16250925,2639,13213100,13218724,5624,1,9,18,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
26513726,13589638,0.7589,3.0,0,3953090,10,2.0,26513262,26515800,2538,13588948,13593662,4714,2,10,16,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
24615723,21342827,1.4855,56.0,0,37697745,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
19537529,10081731,0.7609,3.0,0,3942699,3,2.0,19537090,19538820,1730,10079998,10082057,2059,1,6,6,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
24615723,21342827,2.5448,10.0,0,3929582,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
8280461,8297204,0.75,3.0,69,4000000,4,3.0,8279634,8283535,3901,8294165,8299195,5030,1,5,5,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
13522254,10208897,1.2819,5.0,0,3900460,5,4.0,13520325,13523918,3593,10207727,10210231,2504,1,12,4,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
13884192,21648538,0.5823,2.0,3,3434656,2,1.0,13883167,13885063,1896,21647821,21649567,1746,8,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
17462368,19721655,0.5057,2.0,16,3954914,6,9.0,17459873,17462516,2643,19721465,19723307,1842,3,6,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10836510,10859913,1.5188,6.0,0,3950487,15,2.0,10835735,10840872,5137,10858232,10860322,2090,2,16,7,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
7207089,6853232,0.5,2.0,0,4000000,8,2.0,7201522,7209692,8170,6851184,6853912,2728,3,16,10,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7207229,6853232,0.7583,3.0,0,3956218,8,2.0,7201522,7209692,8170,6851184,6853912,2728,3,16,10,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
6580271,6572891,4.9033,3.0,0,611833,7,5.0,6578890,6581945,3055,6571472,6573623,2151,1,14,7,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
1605816,1599614,0.8391,3.0,0,3575259,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
24615723,21342827,4.8167,19.0,0,3944609,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
7535613,7483445,2.8963,10.0,0,3452681,7,1.0,7533946,7536496,2550,7483159,7483861,702,3,9,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
1605816,1599614,0.5782,2.0,0,3459011,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
26235779,24840620,0.7603,3.0,1,3945811,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1605816,1599614,0.5117,2.0,0,3908540,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
13884193,21648539,0.3804,2.0,27,5257624,2,1.0,13883167,13885063,1896,21647821,21649567,1746,8,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13884193,21648539,0.7572,3.0,27,3961965,2,1.0,13883167,13885063,1896,21647821,21649567,1746,8,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
18149839,29883500,0.7603,3.0,0,3945811,2,16.0,18149197,18151295,2098,29882121,29887414,5293,1,5,20,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
7535404,7483288,1.269,5.0,0,3940110,6,1.0,7533946,7536496,2550,7483159,7483861,702,3,9,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
18149839,29883500,1.005,4.0,0,3980100,2,16.0,18149197,18151295,2098,29882121,29887414,5293,1,5,20,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
26235779,24840620,2.2653,8.0,1,3531541,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
18149839,29883500,2.5498,3.0,0,1176563,2,16.0,18149197,18151295,2098,29882121,29887414,5293,1,5,20,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1605816,1599614,1.1503,4.0,0,3477354,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
18208117,18211075,0.7598,3.0,0,3948408,1,3.0,18205235,18208218,2983,18208253,18211644,3391,2,10,12,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
18208117,18211075,0.5055,2.0,0,3956479,1,3.0,18205235,18208218,2983,18208253,18211644,3391,2,10,12,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
24615723,21342827,1.0038,4.0,0,3984858,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
5512042,5390146,0.521,2.0,66,3838772,2,1.0,5511562,5513838,2276,5389594,5392151,2557,2,2,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10836510,10859913,1.2659,5.0,0,3949759,15,2.0,10835735,10840872,5137,10858232,10860322,2090,2,16,7,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
22309259,22314366,0.7698,3.0,7,3897116,6,7.0,22308478,22311377,2899,22314089,22317070,2981,4,6,7,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
17449747,18542373,1.0797,3.0,0,2778550,6,2.0,17446818,17450742,3924,18542060,18542690,630,2,7,2,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
26235779,24840620,1.2734,5.0,1,3926496,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7207352,6853002,1.2628,5.0,0,3959455,8,3.0,7201522,7209692,8170,6851184,6853912,2728,3,16,10,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
1605816,1599614,1.6213,3.0,0,1850367,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
13573491,13591228,0.376,6.0,0,15957447,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
25619156,25059179,1.1293,10.0,0,8855043,5,9.0,25618606,25620223,1617,25056025,25062670,6645,1,7,20,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
9496577,9513581,0.6289,4.0,0,6360312,2,6.0,9495983,9497313,1330,9511859,9516688,4829,1,2,10,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
8075411,9750573,0.5079,2.0,0,3937783,1,2.0,8070157,8075655,5498,9749857,9753103,3246,1,6,9,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
24615723,21342827,1.2877,5.0,0,3882892,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
26235779,24840620,3.2865,13.0,1,3955576,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13573491,13591228,0.6076,2.0,0,3291639,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
24615723,21342827,1.2707,5.0,0,3934839,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
24615723,21342827,1.0135,4.0,0,3946719,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
13522254,10208897,0.7592,3.0,0,3951528,5,4.0,13520325,13523918,3593,10207727,10210231,2504,1,12,4,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
27872859,4198774,0.1994,3.0,5,15045135,1,2.0,27871174,27873332,2158,4198337,4200849,2512,2,1,10,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
16248979,13217973,0.5077,2.0,0,3939334,7,2.0,16248286,16250925,2639,13213100,13218724,5624,1,9,18,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
26235779,24840620,0.5534,2.0,1,3614022,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
17462368,19721655,0.7357,7.0,16,9514748,6,9.0,17459873,17462516,2643,19721465,19723307,1842,3,6,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10042722,10046017,1.0368,8.0,0,7716049,1,3.0,10039198,10043066,3868,10045174,10047453,2279,1,14,4,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
9496577,9513581,1.2667,5.0,0,3947265,2,6.0,9495983,9497313,1330,9511859,9516688,4829,1,2,10,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
25619156,25059179,0.7843,3.0,0,3825067,5,9.0,25618606,25620223,1617,25056025,25062670,6645,1,7,20,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
24615723,21342827,2.567,10.0,0,3895598,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
26235518,24840562,8.15,2.0,55,245399,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4434127,4378400,0.75,3.0,23,4000000,2,2.0,4433047,4435305,2258,4377097,4379575,2478,3,8,3,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
5536047,8447612,0.5048,2.0,0,3961965,1,1.0,5535845,5538250,2405,8447378,8451569,4191,2,5,12,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
15393310,690249,0.3471,3.0,25,8643042,1,1.0,15393047,15399419,6372,688813,690460,1647,3,21,8,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
18149839,29883500,0.7579,3.0,0,3958306,2,16.0,18149197,18151295,2098,29882121,29887414,5293,1,5,20,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
17203708,8587556,0.2531,2.0,0,7902015,1,3.0,17203010,17204346,1336,8586335,8588180,1845,1,2,5,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
18009814,18012173,0.2542,2.0,57,7867821,3,3.0,18008482,18010614,2132,18010676,18013252,2576,1,7,6,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
13678519,13679371,0.5043,2.0,8,3965893,2,1.0,13677986,13678906,920,13678910,13679523,613,1,3,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
17462369,19721654,1.7735,7.0,12,3946998,6,9.0,17459873,17462516,2643,19721465,19723307,1842,3,6,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
11457364,11464974,0.2067,2.0,64,9675859,1,1.0,11456802,11463896,7094,11464934,11469207,4273,1,12,10,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
18149839,29883500,1.5154,6.0,0,3959351,2,16.0,18149197,18151295,2098,29882121,29887414,5293,1,5,20,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
13884192,21648538,1.0113,4.0,3,3955305,2,1.0,13883167,13885063,1896,21647821,21649567,1746,8,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,3.5864,14.0,0,3903636,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
13884192,21648538,0.2261,2.0,3,8845644,2,1.0,13883167,13885063,1896,21647821,21649567,1746,8,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10836510,10859913,0.5061,2.0,0,3951788,15,2.0,10835735,10840872,5137,10858232,10860322,2090,2,16,7,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
24615723,21342827,2.2776,9.0,0,3951528,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
1605816,1599614,0.4782,2.0,0,4182351,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
13573491,13591228,1.7713,7.0,0,3951900,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
24615723,21342827,0.5843,6.0,0,10268698,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
13884193,21648539,0.33,2.0,27,6060606,2,1.0,13883167,13885063,1896,21647821,21649567,1746,8,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,2.2636,9.0,0,3975968,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
18208094,18211075,1.0157,4.0,0,3938171,1,3.0,18205235,18208218,2983,18208253,18211644,3391,2,10,12,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
17462369,19721654,1.0138,4.0,12,3945551,6,9.0,17459873,17462516,2643,19721465,19723307,1842,3,6,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,2.0932,15.0,0,7166062,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
13884188,21648534,0.5076,2.0,19,3940110,2,1.0,13883167,13885063,1896,21647821,21649567,1746,8,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,2.7838,8.0,0,2873770,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
18208094,18211075,3.0356,12.0,0,3953090,1,3.0,18205235,18208218,2983,18208253,18211644,3391,2,10,12,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1605816,1599614,1.1854,3.0,0,2530791,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
13573491,13591228,1.0567,3.0,0,2839027,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
1605816,1599614,0.4837,4.0,0,8269589,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
26235779,24840620,1.1816,7.0,1,5924171,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,1.1984,4.0,0,3337784,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
24238354,24235342,1.0171,4.0,0,3932750,6,1.0,24236088,24240728,4640,24234280,24235912,1632,1,11,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
21268380,21270720,0.2859,3.0,0,10493179,3,21.0,21268194,21269031,837,21269149,21276017,6868,1,3,26,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1
5536047,8448855,0.5042,2.0,0,3966680,1,2.0,5535845,5538250,2405,8447378,8451569,4191,2,5,12,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
5536047,8447612,1.6242,3.0,0,1847063,1,1.0,5535845,5538250,2405,8447378,8451569,4191,2,5,12,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
16248979,13217973,0.1948,4.0,0,20533881,7,2.0,16248286,16250925,2639,13213100,13218724,5624,1,9,18,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
16263699,16174672,0.5077,2.0,0,3939334,6,8.0,16260803,16265270,4467,16174001,16176172,2171,1,8,10,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
21269379,21268452,2.2722,9.0,20,3960919,26,3.0,21269149,21276017,6868,21268194,21269031,837,1,26,3,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
9485494,30329368,1.0618,4.0,0,3767188,1,3.0,9484316,9486002,1686,30329039,30330944,1905,1,2,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
13573491,13591228,1.5654,5.0,0,3194072,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
24615723,21342827,1.6697,5.0,0,2994550,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
10653957,10633836,2.5348,10.0,0,3945084,2,1.0,10651744,10657282,5538,10633619,10639036,5417,1,5,8,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
24615723,21342827,2.0528,8.0,0,3897116,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
26235779,24840620,2.0,8.0,1,4000000,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,1.5243,6.0,0,3936233,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
26235518,24840562,3.0403,12.0,55,3946979,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
16860569,16873544,1.5209,6.0,0,3945033,3,6.0,16855500,16861529,6029,16871578,16874367,2789,1,23,7,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
25619156,25059179,1.016,4.0,0,3937008,5,9.0,25618606,25620223,1617,25056025,25062670,6645,1,7,20,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1605816,1599614,0.7576,3.0,0,3959873,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
13573491,13591228,1.0245,2.0,0,1952172,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
9520035,9547296,0.3858,16.0,21,41472265,6,1.0,9517950,9525800,7850,9544790,9547340,2550,1,10,5,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
24238354,24235342,1.0152,4.0,0,3940110,6,1.0,24236088,24240728,4640,24234280,24235912,1632,1,11,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
26235779,24840620,12.6004,23.0,1,1825339,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13884192,21648538,0.3463,2.0,3,5775339,2,1.0,13883167,13885063,1896,21647821,21649567,1746,8,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1605816,1599614,0.5387,2.0,0,3712642,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
16248979,13217973,0.8191,3.0,0,3662557,7,2.0,16248286,16250925,2639,13213100,13218724,5624,1,9,18,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
17000761,16994182,2.2352,4.0,34,1789549,5,3.0,16997091,17000896,3805,16993062,16995821,2759,1,6,10,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
26235779,24840620,3.3163,13.0,1,3920031,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26235779,24840620,0.2412,3.0,1,12437811,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13573491,13591228,1.5264,6.0,0,3930818,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
