LeftBreakpoint,RightBreakpoint,LeftStrand,RightStrand,Chromosome_Feature,Same_Strand,Reciprocal_Fusion,Splice_Site,Splice_Pattern_Class,Left_Exon,Right_Exon,5_loc,3_loc,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,alternative_junction,exon_count5,exon_count3,label
104342293,243433407,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,6,2,E,S,104311100,104345094,33995,243419320,243663393,244074,1,No,7,18,1
34131391,24300631,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,7,5,S,E,34106210,34144169,37960,24300305,24307728,7424,1,No,8,5,1
235606226,32681910,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,15,5,E,S,235530728,235612280,81553,32556892,32722378,165487,1,No,17,8,1
4780654,11422243,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,2,24,E,E,4721930,4811074,89145,11414170,11871824,457655,1,No,9,28,1
43430361,45716266,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,1,13,S,S,43406940,43430496,23557,45705763,45718110,12348,1,No,3,14,1
132935006,132889762,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,16,E,S,132934857,132999583,64727,132815985,132902448,86464,1,No,8,18,1
57689182,57989671,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,8,4,S,S,57647548,57704246,56699,57985057,57997031,11975,1,No,22,10,1
152969414,70842488,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,5,3,S,E,152965947,152990201,24255,70833213,70883807,50595,1,No,8,4,1
118029015,14733819,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,4,8,S,E,117816436,118033126,216691,14184674,14881075,696402,1,No,11,25,1
29653270,41215968,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,36,13,E,E,29421995,29704695,282701,41196314,41277468,81155,1,No,57,19,1
47508302,146703461,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,4,5,S,S,47489945,47574688,84744,146614579,146763768,149190,1,No,14,7,1
71090479,145379621,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,11,3,S,S,71004736,71633140,628405,145316126,145442879,126754,1,No,21,10,1
140898123,144697085,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,21,4,S,E,140742588,141468678,726091,144694788,144699732,4945,1,No,23,11,1
114519948,80532483,-,+,Interchromosomal,No,No,TG-GA,NonCanonicalPattern,4,2,S,S,114057517,114866127,808611,80457303,80554046,96744,1,No,10,4,1
154142876,156844363,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,8,10,S,S,154127780,154164609,36830,156785542,156851642,66101,2,Yes,10,17,1
180651547,156955965,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,2,2,E,E,180601146,180859415,258270,156904632,157015162,110531,1,No,14,41,1
21922060,73539478,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,2,E,S,21921957,21978323,56367,73521783,73571290,49508,1,No,5,10,1
45854005,45476344,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,11,3,E,S,45843998,45854778,10781,45458638,45496599,37962,1,No,13,14,1
49977658,49749912,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,27,E,S,49977592,50114682,137091,49726990,49758962,31973,1,No,21,39,1
185014781,65137247,+,+,Intrachromosomal,Yes,No,GT-GT,NonCanonicalPattern,1,17,E,S,185014551,185071740,57190,64936476,65158741,222266,1,No,7,27,1
100016372,92098259,-,-,Interchromosomal,Yes,No,AG-AG,NonCanonicalPattern,1,1,S,M,99990263,100016690,26428,92097695,92100738,3044,1,No,12,1,1
113471714,76331248,-,+,Interchromosomal,No,No,GG-GC,NonCanonicalPattern,2,2,S,S,113454469,113498975,44507,76311622,76427997,116376,1,No,5,23,1
74069885,100884187,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,5,3,E,E,74063103,74072734,9632,100882893,100888371,5479,1,No,6,5,1
21357583,19209023,+,+,Intrachromosomal,Yes,No,GC-GT,NonCanonicalPattern,11,4,E,S,21269562,21535030,265469,19192260,19210208,17949,1,No,75,4,1
22462355,123239535,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,15,M,E,22460646,22462841,2196,123237844,123357972,120129,1,No,2,15,1
120703420,120894879,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,1,3,S,S,120648250,120703563,55314,120884284,120897762,13479,1,No,12,4,1
195808914,45914562,-,+,Interchromosomal,No,No,TG-GT,NonCanonicalPattern,1,2,S,S,195776155,195809032,32878,45898719,45997014,98296,1,No,19,15,1
103338305,102661275,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,4,2,E,S,103243816,103372628,128813,102606212,102690010,83799,1,No,12,3,1
47768119,33137709,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,3,2,S,S,47729876,47804904,75029,33134692,33148149,13458,1,No,12,5,1
75356052,77930941,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,5,5,E,S,75348619,75370446,21828,77924373,77935815,11443,1,No,15,9,1
75900562,75445097,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,3,3,S,E,75891419,75905418,14000,75433896,75603511,169616,1,No,10,5,1
64475048,67787285,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,2,3,E,S,64239690,64644707,405018,67773047,67862583,89537,1,No,9,16,1
58715912,102291641,-,+,Interchromosomal,No,No,GG-GT,NonCanonicalPattern,1,2,S,S,57463579,58716211,1252633,102271105,102317401,46297,1,No,17,7,1
70118542,65161044,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,2,4,E,S,70116823,70230502,113680,65154041,65180996,26956,1,No,28,11,1
1346070,2567653,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,13,2,E,E,1100404,1602697,502294,2537524,2571489,33966,1,No,19,9,1
7460133,7267907,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,7459999,7537371,77373,7112266,7294011,181746,3,Yes,21,22,1
63049620,35713870,-,+,Interchromosomal,No,No,GG-GA,NonCanonicalPattern,2,2,S,S,63005407,63052920,47514,35695268,35743987,48720,1,No,4,15,1
175788605,175819946,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,5,S,E,175773065,175788809,15745,175819456,175843540,24085,1,No,8,5,1
38277057,42330172,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,9,2,M,E,38268656,38326352,57697,42273993,42397068,123076,1,No,18,11,1
71348971,41907838,-,+,Interchromosomal,No,No,GG-GA,NonCanonicalPattern,5,2,S,S,71004736,71633140,628405,41904470,41921738,17269,1,No,7,6,1
249061,47667280,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,6,11,S,E,238970,279449,40480,47596018,47840059,244042,1,No,10,22,1
195256595,190030825,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,2,S,E,195241221,195270224,29004,190023493,190040215,16723,1,No,6,4,1
56371241,53986245,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,68,2,S,S,56322785,56819413,496629,53883714,54131078,247365,1,No,94,13,1
179198376,210857480,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,11,S,E,179068462,179198819,130358,210851657,211307457,455801,1,No,10,11,1
133263840,99225914,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,18,S,E,133200348,133263945,63598,99129071,100378432,1249362,1,No,49,26,1
176563031,176289625,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,3,2,E,S,176560080,176727214,167135,176237560,176307899,70340,1,No,24,15,1
168227917,1742820,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,8,E,E,168227671,168372703,145033,1624041,2245846,621806,1,No,28,11,1
54867534,42679946,-,+,Interchromosomal,No,No,TG-GA,NonCanonicalPattern,4,4,S,S,54692195,54872092,179898,42543492,42698256,154765,1,No,17,8,1
34938362,44966655,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,27,E,S,34937677,35017675,79999,44732423,44971847,239425,1,No,11,29,1
58180945,57858456,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,4,4,E,S,58176536,58191367,14832,57853934,57866051,12118,1,No,6,12,1
62539960,32585467,+,+,Interchromosomal,Yes,No,GT-GC,NonCanonicalPattern,1,2,E,S,62538220,62554610,16391,31497268,32622073,1124806,1,No,6,3,1
226736807,114286846,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,4,E,S,226736501,226793303,56803,114206756,114578503,371748,1,No,4,8,1
59361077,59597018,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,9,9,S,E,59341871,59383617,41747,59596746,59612974,16229,1,No,14,9,1
38077569,38848918,-,+,Intrachromosomal,No,No,CG-GC,NonCanonicalPattern,2,12,S,S,38055155,38085673,30519,38826443,38861589,35147,1,No,4,29,1
35956270,78988077,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,3,2,S,E,35877933,35969446,91514,78646390,79639061,992672,1,No,21,29,1
120097705,78215570,+,+,Interchromosomal,Yes,No,GT-GC,NonCanonicalPattern,3,10,E,S,120081747,120100650,18904,78194237,78227297,33061,1,No,4,18,1
144329312,71946853,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,5,E,S,144329109,144344875,15767,71833813,71978622,144810,1,No,3,18,1
62958375,62626580,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,40,43,S,S,62920397,63153969,233573,62208149,62629592,421444,1,No,49,43,1
15308311,15360101,-,-,Intrachromosomal,Yes,No,TG-AG,NonCanonicalPattern,2,12,S,E,15270444,15311792,41349,15348301,15391262,42962,2,Yes,33,12,1
9840682,1136914,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,3,1,E,M,9822309,9852039,29731,1099143,1137339,38197,1,No,5,3,1
35945433,425231,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,5,10,S,E,35877933,35969446,91514,416583,460996,44414,1,No,22,13,1
48917224,11737005,-,-,Intrachromosomal,Yes,No,TG-AG,NonCanonicalPattern,3,5,S,E,48764278,48937845,173568,11734537,11751678,17142,1,No,13,9,1
1202364,1235307,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,1189571,1202750,13180,1205228,1242908,37681,1,No,4,10,1
51578389,40749077,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,16,3,S,S,51568647,51640293,71647,40742504,40762577,20074,1,No,17,12,1
75728024,156746797,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,12,3,E,S,75526212,75855282,329071,156742417,156765876,23460,1,No,15,11,1
85647004,70510479,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,2,E,S,85645029,85709812,64784,70503042,70521018,17977,1,No,16,11,1
33087612,33216566,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,10,4,S,E,33038100,33138694,100595,33191537,33260707,69171,1,No,16,5,1
108210516,149949511,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,108210315,108311385,101071,149912231,149982686,70456,1,No,4,12,1
105732934,89906992,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,4,14,E,S,105480800,105852819,372020,89867818,89925779,57962,1,No,10,19,1
44420331,46547791,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,2,E,S,44395173,44565106,169934,46546499,46639653,93155,1,No,13,9,1
141231558,87060996,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,17,3,S,E,140742588,141468678,726091,87060691,87081851,21161,1,No,23,3,1
80545148,46474147,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,8,2,E,E,80477594,80562483,84890,46210802,46507594,296793,1,No,9,13,1
197023217,107364683,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,3,3,S,S,196769431,197025447,256017,107241783,107530050,288268,1,No,26,17,1
58662119,43532609,-,-,Interchromosomal,Yes,No,CG-AG,NonCanonicalPattern,1,3,S,E,58637695,58662148,24454,43427574,43547305,119732,1,No,4,44,1
141634862,141535556,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,5,4,E,S,141595470,141645382,49913,141497043,141535892,38850,1,No,7,4,1
77475643,101375529,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,2,S,E,77377274,77531880,154607,101322295,101454659,132365,1,No,16,13,1
40587726,39860295,-,+,Intrachromosomal,No,No,GG-GC,NonCanonicalPattern,5,6,S,S,40575059,40596845,21787,39833108,39875542,42435,1,No,6,16,1
107006190,112720909,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,106712590,107006596,294007,112357796,112824527,466732,1,No,5,19,1
163836367,163483182,+,+,Intrachromosomal,Yes,Yes,GT-GG,NonCanonicalPattern,1,4,E,S,163835675,163994896,159222,163148164,163736524,588361,3,Yes,8,6,1
54915122,38519729,-,+,Interchromosomal,No,No,AG-GA,NonCanonicalPattern,3,2,S,S,54875956,54930788,54833,38397868,38699009,301142,1,No,6,22,1
236403493,231261472,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,14,E,S,236402736,237034127,631392,231191894,231268445,76552,1,No,18,19,1
46707656,170151220,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,5,S,E,46683843,46707811,23969,169983619,170219122,235504,1,No,9,79,1
27492960,17899791,-,-,Interchromosomal,Yes,No,TG-AG,NonCanonicalPattern,2,10,S,E,27400528,27507407,106880,17809595,18034637,225043,1,No,42,11,1
93881436,106903198,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,6,28,E,S,93861270,93896432,35163,106751489,106903975,152487,1,No,7,28,1
37560845,119361408,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,11,4,E,E,37493813,37861281,367469,119360908,119379404,18497,1,No,28,4,1
110939854,41884186,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,1,2,S,S,110929330,110939916,10587,41869871,41889988,20118,1,No,5,4,1
1577023,31854936,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,8,6,S,E,1571100,1590473,19374,31137345,33357726,2220382,1,No,19,31,1
11060126,89913204,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,11047259,11378674,331416,89887223,89927496,40274,1,No,15,10,1
16203173,2577002,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,3,5,E,E,16174359,16266950,92592,2572807,2706230,133424,1,No,15,7,1
29592357,48676789,+,+,Intrachromosomal,Yes,No,GT-GC,NonCanonicalPattern,36,16,E,S,29421995,29704695,282701,48638449,48704542,66094,1,No,58,35,1
77266365,143599499,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,15,18,E,S,77166773,77269388,102616,143545377,143626368,80992,1,No,17,30,1
55087058,76198329,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,3,E,S,55086725,55275031,188307,76190043,76229355,39313,1,No,28,12,1
112043579,112487119,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,112043218,112181936,138719,112357796,112824527,466732,1,No,16,17,1
38134166,38795015,-,+,Intrachromosomal,No,No,GG-GC,NonCanonicalPattern,5,7,S,M,38123389,38146313,22925,38794200,38806606,12407,1,No,6,7,1
80181435,89414613,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,2,15,S,S,80137318,80189370,52053,89346674,89418585,71912,1,No,3,19,1
8467449,8438589,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,4,7,E,S,8455205,8469318,14114,8429011,8439257,10247,1,No,5,7,1
89458268,155707948,-,+,Intrachromosomal,No,No,GG-GC,NonCanonicalPattern,1,13,S,S,89401456,89458516,57061,155658874,155708320,49447,1,No,2,13,1
48302429,37190529,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,3,3,E,E,48282596,48312480,29885,37094117,37217851,123735,1,No,4,14,1
56564451,35900682,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,8,21,S,E,56322785,56819413,496629,35899091,36023004,123914,1,No,97,21,1
16253339,67165189,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,26,4,S,S,16243422,16317328,73907,67143915,67182442,38528,1,No,31,16,1
130613619,152132730,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,2,E,S,130613434,130735556,122123,151985829,152183569,197741,1,No,27,7,1
48905207,56686363,-,+,Intrachromosomal,No,No,CG-GA,NonCanonicalPattern,3,8,S,S,48700505,48937918,237414,56657644,56738072,80429,1,No,66,13,1
72607413,7575528,-,+,Interchromosomal,No,No,TA-GA,NonCanonicalPattern,13,18,M,S,72607410,72649888,42479,7541870,7586946,45077,1,No,13,24,1
102661457,102323023,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,2,2,E,S,102606212,102690010,83799,102276172,102394078,117907,2,Yes,4,12,1
243542165,168034828,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,13,16,E,S,243419320,243663393,244074,167905908,168045081,139174,1,No,18,19,1
60928863,62651929,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,1,4,S,S,60897728,60928916,31189,62623518,62656353,32836,1,No,5,9,1
882559,916404,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,16,S,E,702585,883010,180426,906759,1083131,176373,1,No,8,22,1
238668848,37912305,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,7,3,E,E,238536224,238690290,154067,37886400,37915210,28811,1,No,8,20,1
97306595,82148002,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,4,3,E,E,97301001,97347469,46469,81653356,82153109,499754,1,No,16,33,1
55607085,62272455,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,7,3,E,E,55333931,55757299,423369,62224795,62340653,115859,1,No,14,12,1
66378601,2567653,-,-,Intrachromosomal,Yes,No,TG-AG,NonCanonicalPattern,3,2,S,E,66340925,66382353,41429,2537524,2571489,33966,1,No,16,9,1
65659096,65331940,-,-,Intrachromosomal,Yes,No,AG-AG,NonCanonicalPattern,1,2,S,E,65537985,65659656,121672,65313988,65357435,43448,1,No,6,4,1
155932724,155981678,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,8,5,S,E,155916645,155947951,31307,155978839,155990758,11920,1,No,22,6,1
28296385,35564714,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,4,35,E,E,28256874,28435470,178597,35441927,35766902,324976,1,No,23,60,1
41949562,69326620,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,5,2,E,E,41831541,41968392,136852,69244955,69357020,112066,1,No,8,9,1
93799166,63149540,-,+,Interchromosomal,No,No,GG-GA,NonCanonicalPattern,1,2,S,S,93703896,93799385,95490,63133549,63223821,90273,1,No,11,19,1
38072221,31066382,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,38071991,38122510,50520,30909254,31312282,403029,1,No,10,16,1
100921048,11841930,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,8,2,E,S,100818023,100985833,167811,11839830,11842099,2270,1,No,15,2,1
6094177,11091239,-,+,Intrachromosomal,No,No,CG-GG,NonCanonicalPattern,2,14,S,S,6061878,6098860,36983,11013516,11209245,195730,1,No,15,18,1
15270445,42288699,-,-,Interchromosomal,Yes,No,CA-AG,NonCanonicalPattern,33,10,M,E,15270444,15311792,41349,42282401,42298250,15850,1,No,33,20,1
190648995,135979718,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,10,S,E,190634993,190649097,14105,135973107,136024588,51482,1,No,5,18,1
50214294,50095161,+,+,Intrachromosomal,Yes,No,GT-GT,NonCanonicalPattern,7,9,E,S,50192848,50226508,33661,49977592,50114682,137091,1,No,19,21,1
42998776,20905723,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,2,3,S,S,42979727,43010962,31236,20861886,20941919,80034,1,No,9,17,1
46288060,131785342,+,+,Interchromosomal,Yes,Yes,GT-GG,NonCanonicalPattern,10,3,E,S,46065427,46389588,324162,131746673,131798059,51387,1,No,13,4,1
149068813,102207491,+,+,Interchromosomal,Yes,No,GT-GT,NonCanonicalPattern,1,9,E,S,149068271,149398126,329856,102188194,102208465,20272,1,No,8,10,1
149208165,135539002,+,+,Intrachromosomal,Yes,No,GT-GC,NonCanonicalPattern,2,16,E,S,149068271,149398126,329856,135502453,135540311,37859,1,No,8,16,1
161736232,75854029,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,11,E,S,161736084,161928852,192769,75757872,75879918,122047,1,No,16,21,1
50087280,50923312,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,14,S,E,50085406,50087349,1944,50885243,50999376,114134,1,No,2,33,1
60705281,56060754,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,60704762,60770953,66192,56048910,56065615,16706,1,No,30,6,1
56527148,7889208,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,5,9,E,S,56469775,56559412,89638,7869217,7901237,32021,1,No,13,15,1
49317565,49399635,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,5,3,S,E,49315742,49319330,3589,49396055,49412592,16538,1,No,6,12,1
43699407,47700238,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,2,3,E,E,43697712,43715329,17618,47676246,47755525,79280,1,No,4,11,1
33053121,34405962,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,10,2,S,E,33041850,33076714,34865,34398182,34458568,60387,1,No,12,6,1
11836333,11850226,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,20,S,E,11772943,11836648,63706,11844442,11876408,31967,1,No,12,22,1
70760850,57871052,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,5,E,E,70760062,70824978,64917,57866038,57873633,7596,1,No,3,18,1
85306302,70297424,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,1,13,S,S,85253267,85306606,53340,70219298,70352504,133207,1,No,12,27,1
100995531,116404048,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,5,29,E,E,100967489,101018690,51202,116396381,116714991,318611,1,No,10,31,1
8866637,8667832,+,+,Intrachromosomal,Yes,No,GT-GT,NonCanonicalPattern,3,2,E,S,8850518,8929787,79270,8666136,8674962,8827,1,No,7,6,1
46681842,65528918,-,+,Intrachromosomal,No,No,GG-GT,NonCanonicalPattern,2,2,S,S,46673099,46682334,9236,65373924,65689647,315724,1,No,4,9,1
1959763,163876311,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,16,2,E,S,1873123,1983934,110812,163835675,163994896,159222,1,No,22,7,1
97001586,96040044,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,3,E,S,97001484,97041274,39791,95963072,96051825,88754,1,No,18,9,1
54662703,113679976,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,16,17,E,E,54603576,54721409,117834,113668597,113746256,77660,1,No,27,25,1
70505933,74705554,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,2,2,S,S,70313961,70507872,193912,74699950,74718743,18794,1,No,8,3,1
102606509,102963316,+,+,Intrachromosomal,Yes,Yes,GT-GC,NonCanonicalPattern,1,18,E,S,102606212,102690010,83799,102829378,102968817,139440,1,No,2,20,1
57537581,57466695,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,4,2,E,E,57522282,57607142,84861,57449426,57472574,23149,1,No,89,8,1
47703328,20799424,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,26,11,E,S,47495210,47735434,240225,20522197,20833881,311685,1,No,31,16,1
80083509,71092129,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,8,S,E,79985745,80084790,99046,71031862,71314584,282723,1,No,7,14,1
29422387,29758831,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,2,E,S,29421995,29704695,282701,29718642,29865232,146591,4,Yes,58,15,1
8539128,5016268,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,12,2,E,S,8509803,8553998,44196,4969124,5153609,184486,1,No,16,23,1
32816159,116199000,-,+,Interchromosomal,No,No,GG-GA,NonCanonicalPattern,1,3,S,S,32623626,32816187,192562,116164839,116201230,36392,1,No,18,3,1
80009840,79977785,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,80009763,80015346,5584,79976579,79980773,4195,1,No,13,4,1
44445057,44328974,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,9,3,E,S,44394643,44453688,59046,44313378,44329773,16396,1,No,11,3,1
41204620,208391347,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,2,2,E,E,41157242,41237275,80034,208195587,208417665,222079,1,No,11,32,1
57478846,6647267,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,4,9,E,S,57414795,57486250,71456,6643657,6647536,3880,1,No,12,9,1
39664033,17927218,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,39476422,39664219,187798,17845079,17935096,90018,1,No,34,27,1
52148092,51918049,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,21,S,E,52128812,52149582,20771,51480145,51952423,472279,1,No,17,67,1
169756831,38209888,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,2,E,E,169755735,169803184,47450,38175350,38210889,35540,1,No,4,25,1
152150709,40796700,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,4,2,E,S,151985829,152183569,197741,40766595,40806293,39699,1,No,9,22,1
52721741,54669216,-,-,Intrachromosomal,Yes,No,TG-AG,NonCanonicalPattern,1,11,S,E,52232137,52722005,489869,54628115,54755850,127736,1,No,23,13,1
36783852,38565478,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,36677326,36783981,106656,38507502,38577761,70260,1,No,41,16,1
75758133,123239535,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,16,E,E,75757872,75879918,122047,123237844,123357972,120129,1,No,21,16,1
76997111,95776008,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,14,E,E,76932337,77033955,101619,95749532,95951459,201928,1,No,12,18,1
72412694,70052239,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,16,2,S,S,72396114,72463434,67321,70049269,70053508,4240,1,No,35,2,1
31483661,35628562,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,15,2,S,S,31400601,31532282,131682,35617989,35814713,196725,1,No,35,10,1
34131391,24300631,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,7,6,S,E,34106210,34144169,37960,24300305,24307728,7424,1,No,8,6,1
14118296,34664175,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,2,2,E,S,14117865,14137149,19285,34642668,34683081,40414,1,No,5,9,1
111674046,117616283,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,3,4,S,S,111659954,111682838,22885,117602949,117645492,42544,1,No,9,23,1
